dataset,baseline,metric,mean,sample_sd,seed_ids_json,seed_values_json
nslkdd,EasyEnsemble,weighted_f1,0.7063545433,0.0369256168,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6906992600682054, 0.6945987381293512, 0.6135724842965198, 0.7382829651635877, 0.71863638398098, 0.7174465620754531, 0.7078731182184526, 0.7215592581046, 0.7132211083693514, 0.747655554641873]"
nslkdd,EasyEnsemble,mcc,0.6119987637,0.0397328438,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5901786684040258, 0.6096213193352222, 0.51516584886336, 0.64602925687062, 0.6314845138694037, 0.6118360487132197, 0.5997712990618413, 0.6293046701605207, 0.6290884684014457, 0.6575075431812533]"
nslkdd,EasyEnsemble,log_loss,1.5765210689,0.0009052255,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[1.5747180757851011, 1.5770106166934295, 1.5763214938766497, 1.576502955197693, 1.5765991341247885, 1.577498935348162, 1.575539033238548, 1.5769769001252425, 1.576244470243279, 1.5777990748048618]"
nslkdd,EasyEnsemble,macro_roc_auc_ovr,0.8604896512,0.0109249320,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8504125640770376, 0.8631605228670839, 0.867262153080549, 0.8727941801659409, 0.8406914208733554, 0.8517844386238529, 0.8687372115278474, 0.8723456509700614, 0.8522757856326721, 0.8654325838419048]"
nslkdd,EasyEnsemble,macro_pr_auc_ovr,0.5479939214,0.0194041220,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5210375818887178, 0.5759493141268586, 0.5222320881532765, 0.5543725927734705, 0.5642726796497942, 0.5294224871706921, 0.5462732199556223, 0.5552131287582819, 0.5415116746057074, 0.5696544473296885]"
nslkdd,EasyEnsemble,attack_pr_auc,0.9231702935,0.0070792000,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.917833868947537, 0.9272013073252955, 0.9305452871846053, 0.9283459924788627, 0.9223647125685273, 0.9079337127433824, 0.9245376261462004, 0.930763520479455, 0.9176147236355657, 0.9245621837508972]"
nslkdd,EasyEnsemble,default_attack_recall,0.6841034832,0.0187099521,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.677705914439336, 0.6682770981064443, 0.6734980129354009, 0.6974986363282163, 0.6599392192004987, 0.6854204005298838, 0.6972648640224421, 0.70497935011299, 0.6623548663601652, 0.7140964700381828]"
nslkdd,EasyEnsemble,false_alerts_per_10000_benign,640.9226650191,117.8376320376,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[606.5286788178355, 505.6121923591803, 691.998764287921, 583.8739573679333, 481.9277108433735, 800.1235712079085, 843.3734939759037, 672.4333230357327, 560.1894758521264, 663.1654824425909]"
nslkdd,EasyEnsemble,attack_recall_at_validation_1pct_fpr,0.4899166212,0.0232399248,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.499571417439414, 0.5102470194031014, 0.49848048001246786, 0.49559728824125304, 0.4958310605470272, 0.4313878282552794, 0.4725317540715343, 0.5113379568300476, 0.48912958778150084, 0.49505181952777993]"
nslkdd,EasyEnsemble,attack_precision_at_validation_1pct_fpr,0.9671416125,0.0028692617,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9603055721989215, 0.9683525584146702, 0.9686553603876439, 0.9680365296803652, 0.9690831556503199, 0.9642919352029263, 0.9699296225207934, 0.9669908635425877, 0.9668823166974738, 0.9688882110721366]"
nslkdd,EasyEnsemble,test_fpr_at_validation_1pct_fpr,0.0219853774,0.0020998859,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.027288641746473073, 0.022036865410359385, 0.021316033364226137, 0.02162496138399753, 0.02090412933786428, 0.021110081351045206, 0.01935948923900731, 0.023066625476264032, 0.02213984141694985, 0.02100710534445474]"
nslkdd,EasyEnsemble,threshold_false_alerts_per_10000_benign,219.8537740706,20.9988589149,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[272.8864174647307, 220.36865410359385, 213.16033364226135, 216.2496138399753, 209.04129337864276, 211.10081351045207, 193.5948923900731, 230.6662547626403, 221.3984141694985, 210.07105344454743]"
cicids2017,DecisionTree,accuracy,0.7039794097,0.0003780942,"[42, 123, 456]","[0.7036765280947607, 0.7044031596385328, 0.7038585414755881]"
cicids2017,DecisionTree,balanced_accuracy,0.6398054748,0.0004523068,"[42, 123, 456]","[0.6394417529910806, 0.6403119297513649, 0.63966274152309]"
cicids2017,DecisionTree,macro_precision,0.8320479248,0.0002335429,"[42, 123, 456]","[0.8318770456017288, 0.8323140368357063, 0.8319526920121108]"
cicids2017,DecisionTree,macro_recall,0.6398054748,0.0004523068,"[42, 123, 456]","[0.6394417529910806, 0.6403119297513649, 0.63966274152309]"
cicids2017,DecisionTree,macro_f1,0.6182076175,0.0006441451,"[42, 123, 456]","[0.6176879846672773, 0.6189283125756745, 0.6180065551668662]"
cicids2017,DecisionTree,weighted_f1,0.6504757045,0.0005668743,"[42, 123, 456]","[0.6500188024584633, 0.651110082667656, 0.650298228400779]"
cicids2017,DecisionTree,mcc,0.4309156209,0.0008480197,"[42, 123, 456]","[0.4302441958525687, 0.4318686086850216, 0.4306340582089686]"
cicids2017,DecisionTree,log_loss,10.6686030124,0.0114567441,"[42, 123, 456]","[10.672042120819969, 10.655820620149822, 10.67794629620281]"
cicids2017,DecisionTree,macro_pr_auc_ovr,0.6196682978,0.0006291342,"[42, 123, 456]","[0.6202831910650077, 0.6196958730454888, 0.6190258294198211]"
cicids2017,DecisionTree,attack_pr_auc,0.5755210435,0.0004985258,"[42, 123, 456]","[0.5752595865978283, 0.5760959094728795, 0.5752076343607202]"
cicids2017,DecisionTree,default_attack_recall,0.2799142563,0.0008685459,"[42, 123, 456]","[0.2792093395126037, 0.28088452632708366, 0.2796489029949156]"
cicids2017,DecisionTree,false_alerts_per_10000_benign,3.0330676784,0.3694698810,"[42, 123, 456]","[3.258335304425061, 2.6066682435400486, 3.2341994873552453]"
cicids2017,DecisionTree,attack_recall_at_validation_1pct_fpr,0.2801784559,0.0008057225,"[42, 123, 456]","[0.279776964796849, 0.2811060386331306, 0.27965236412469757]"
cicids2017,DecisionTree,attack_precision_at_validation_1pct_fpr,0.9573429892,0.0301394988,"[42, 123, 456]","[0.9921447332891474, 0.9400775507841889, 0.939806683493655]"
cicids2017,DecisionTree,test_fpr_at_validation_1pct_fpr,0.0088433634,0.0063208350,"[42, 123, 456]","[0.001544692292468177, 0.012495112497043362, 0.012490285333629399]"
cicids2017,DecisionTree,threshold_false_alerts_per_10000_benign,88.4336337438,63.2083503161,"[42, 123, 456]","[15.44692292468177, 124.95112497043363, 124.90285333629399]"
cicids2017,RandomForest,accuracy,0.7047174171,0.0000601785,"[42, 123, 456]","[0.7047814061955648, 0.7047088852391414, 0.7046619599143968]"
cicids2017,RandomForest,balanced_accuracy,0.6407177798,0.0000719783,"[42, 123, 456]","[0.6407916396517561, 0.6407138563230657, 0.6406478435230254]"
cicids2017,RandomForest,macro_precision,0.8321730810,0.0000725128,"[42, 123, 456]","[0.8322424541423987, 0.8320977910435767, 0.8321789979352957]"
cicids2017,RandomForest,macro_recall,0.6407177798,0.0000719783,"[42, 123, 456]","[0.6407916396517561, 0.6407138563230657, 0.6406478435230254]"
cicids2017,RandomForest,macro_f1,0.6195383543,0.0001026867,"[42, 123, 456]","[0.6196403716491826, 0.6195396803481656, 0.619435011036948]"
cicids2017,RandomForest,weighted_f1,0.6516386689,0.0000902558,"[42, 123, 456]","[0.6517292168976853, 0.6516380815314743, 0.6515487081213152]"
cicids2017,RandomForest,mcc,0.4324010033,0.0001395116,"[42, 123, 456]","[0.4325596369548676, 0.4323459765239563, 0.43229739635227427]"
cicids2017,RandomForest,log_loss,5.6896903931,1.0053897987,"[42, 123, 456]","[4.9084701047855335, 6.8239938834064375, 5.336607190984034]"
cicids2017,RandomForest,macro_pr_auc_ovr,0.7627065603,0.0345095421,"[42, 123, 456]","[0.7912690046561401, 0.7243619099719223, 0.7724887663209524]"
cicids2017,RandomForest,attack_pr_auc,0.7431356045,0.0352488792,"[42, 123, 456]","[0.773327220571604, 0.7044001427466545, 0.7516794501219315]"
cicids2017,RandomForest,default_attack_recall,0.2818040331,0.0001414554,"[42, 123, 456]","[0.28193324865102465, 0.2818259536277832, 0.281652897138684]"
cicids2017,RandomForest,false_alerts_per_10000_benign,3.6847347393,0.2603239298,"[42, 123, 456]","[3.4996934751232134, 3.9824098165195188, 3.5721009263326593]"
cicids2017,RandomForest,attack_recall_at_validation_1pct_fpr,0.4578209419,0.0052742519,"[42, 123, 456]","[0.4638363854729461, 0.4539894712432032, 0.4556369690194273]"
cicids2017,RandomForest,attack_precision_at_validation_1pct_fpr,0.8790972508,0.0044296313,"[42, 123, 456]","[0.8784627082869017, 0.8838099345066437, 0.875019109719702]"
cicids2017,RandomForest,test_fpr_at_validation_1pct_fpr,0.0439175327,0.0020148551,"[42, 123, 456]","[0.044750218429144485, 0.04161980295518944, 0.045382576836373645]"
cicids2017,RandomForest,threshold_false_alerts_per_10000_benign,439.1753274024,20.1485505995,"[42, 123, 456]","[447.5021842914448, 416.1980295518944, 453.8257683637364]"
cicids2017,ExtraTrees,accuracy,0.6251766217,0.0051924595,"[42, 123, 456]","[0.6216339966867876, 0.6311370859373333, 0.6227587825011198]"
cicids2017,ExtraTrees,balanced_accuracy,0.5440081072,0.0063156435,"[42, 123, 456]","[0.5397029784921477, 0.5512583919519327, 0.5410629511622846]"
cicids2017,ExtraTrees,macro_precision,0.7992260170,0.0026210912,"[42, 123, 456]","[0.7972725525167335, 0.8022047736340878, 0.7982007249281242]"
cicids2017,ExtraTrees,macro_recall,0.5440081072,0.0063156435,"[42, 123, 456]","[0.5397029784921477, 0.5512583919519327, 0.5410629511622846]"
cicids2017,ExtraTrees,macro_f1,0.4606633943,0.0118389282,"[42, 123, 456]","[0.4525838046416723, 0.4742530789154429, 0.4551532992959068]"
cicids2017,ExtraTrees,weighted_f1,0.5137769331,0.0101817117,"[42, 123, 456]","[0.5068281004143684, 0.5254642993481267, 0.509038399408844]"
cicids2017,ExtraTrees,mcc,0.2291719301,0.0172225512,"[42, 123, 456]","[0.2172795964546851, 0.24892192138645564, 0.22131427251111865]"
cicids2017,ExtraTrees,log_loss,5.5160048087,0.5590833148,"[42, 123, 456]","[5.223027517020581, 5.164299332937225, 6.1606875762216]"
cicids2017,ExtraTrees,macro_pr_auc_ovr,0.7804881816,0.0226943808,"[42, 123, 456]","[0.7927952617454637, 0.7943705280495333, 0.7542987548612281]"
cicids2017,ExtraTrees,attack_pr_auc,0.7612995443,0.0256275815,"[42, 123, 456]","[0.7750015245602612, 0.7771634114092538, 0.7317336969730039]"
cicids2017,ExtraTrees,default_attack_recall,0.0888102828,0.0126145457,"[42, 123, 456]","[0.08022898834637603, 0.10329395721351363, 0.0829079027976312]"
cicids2017,ExtraTrees,false_alerts_per_10000_benign,7.9406838160,0.2519853281,"[42, 123, 456]","[8.230313620807005, 7.771733096480515, 7.820004730620146]"
cicids2017,ExtraTrees,attack_recall_at_validation_1pct_fpr,0.3482484953,0.0591785892,"[42, 123, 456]","[0.3251766041471257, 0.4154878635484195, 0.3040810181259367]"
cicids2017,ExtraTrees,attack_precision_at_validation_1pct_fpr,0.8620809910,0.0118982543,"[42, 123, 456]","[0.8617776554760594, 0.8741280128158451, 0.8503373048519633]"
cicids2017,ExtraTrees,test_fpr_at_validation_1pct_fpr,0.0384708834,0.0028547094,"[42, 123, 456]","[0.03637026274250462, 0.041721173386882665, 0.037321213935055345]"
cicids2017,ExtraTrees,threshold_false_alerts_per_10000_benign,384.7088335481,28.5470944442,"[42, 123, 456]","[363.7026274250462, 417.2117338688267, 373.21213935055346]"
cicids2017,BalancedRandomForest,accuracy,0.7049013265,0.0000855121,"[42, 123, 456]","[0.7049975470852975, 0.7048724128859786, 0.7048340194384602]"
cicids2017,BalancedRandomForest,balanced_accuracy,0.6409922310,0.0001036982,"[42, 123, 456]","[0.641107062918937, 0.6409642011412048, 0.6409054290862854]"
cicids2017,BalancedRandomForest,macro_precision,0.8316817833,0.0000803275,"[42, 123, 456]","[0.8317444336052524, 0.831591223725352, 0.8317096926365076]"
cicids2017,BalancedRandomForest,macro_recall,0.6409922310,0.0001036982,"[42, 123, 456]","[0.641107062918937, 0.6409642011412048, 0.6409054290862854]"
cicids2017,BalancedRandomForest,macro_f1,0.6199878030,0.0001491072,"[42, 123, 456]","[0.6201505180545134, 0.6199551880841663, 0.6198577029589097]"
cicids2017,BalancedRandomForest,weighted_f1,0.6520191067,0.0001307481,"[42, 123, 456]","[0.6521624223095298, 0.6519885647550118, 0.6519063328856124]"
cicids2017,BalancedRandomForest,mcc,0.4325022598,0.0001880116,"[42, 123, 456]","[0.4327192284414617, 0.4324002403231466, 0.43238731051235524]"
cicids2017,BalancedRandomForest,log_loss,4.3737260272,0.2132356119,"[42, 123, 456]","[4.151159783690083, 4.393808125830867, 4.576210172094799]"
cicids2017,BalancedRandomForest,macro_pr_auc_ovr,0.7993756619,0.0137958922,"[42, 123, 456]","[0.8121230167067834, 0.801275759227787, 0.7847282096724131]"
cicids2017,BalancedRandomForest,attack_pr_auc,0.7852335011,0.0175311102,"[42, 123, 456]","[0.7999896374043834, 0.7898567727356176, 0.7658540931375715]"
cicids2017,BalancedRandomForest,default_attack_recall,0.2825862485,0.0002086270,"[42, 123, 456]","[0.2828054533560845, 0.28256317427134564, 0.2823901177822465]"
cicids2017,BalancedRandomForest,false_alerts_per_10000_benign,6.0178637227,0.2919669132,"[42, 123, 456]","[5.91327518210474, 6.347719889361414, 5.792596096755664]"
cicids2017,BalancedRandomForest,attack_recall_at_validation_1pct_fpr,0.4554408383,0.0003624174,"[42, 123, 456]","[0.4553462341177407, 0.45584117567656435, 0.4551351052010397]"
cicids2017,BalancedRandomForest,attack_precision_at_validation_1pct_fpr,0.8867568317,0.0001609574,"[42, 123, 456]","[0.886660331452988, 0.8869426429884639, 0.8866675207508748]"
cicids2017,BalancedRandomForest,test_fpr_at_validation_1pct_fpr,0.0405586315,0.0000358263,"[42, 123, 456]","[0.04058920356630833, 0.040519209696805863, 0.040567481330945496]"
cicids2017,BalancedRandomForest,threshold_false_alerts_per_10000_benign,405.5863153135,0.3582631235,"[42, 123, 456]","[405.8920356630833, 405.19209696805865, 405.674813309455]"
cicids2017,EasyEnsemble,accuracy,0.6994878504,0.0005669408,"[42, 123, 456]","[0.6995385676400117, 0.6988972548685024, 0.7000277286009854]"
cicids2017,EasyEnsemble,balanced_accuracy,0.6369334499,0.0006979031,"[42, 123, 456]","[0.6371037692254622, 0.6361661522483746, 0.637530428307888]"
cicids2017,EasyEnsemble,macro_precision,0.8035116324,0.0009171581,"[42, 123, 456]","[0.8025566347508506, 0.8035926925029435, 0.8043855698009206]"
cicids2017,EasyEnsemble,macro_recall,0.6369334499,0.0006979031,"[42, 123, 456]","[0.6371037692254622, 0.6361661522483746, 0.637530428307888]"
cicids2017,EasyEnsemble,macro_f1,0.6168630275,0.0010115134,"[42, 123, 456]","[0.6172184759813444, 0.6157217672460035, 0.6176488392484007]"
cicids2017,EasyEnsemble,weighted_f1,0.6485893200,0.0008817497,"[42, 123, 456]","[0.6488715451232538, 0.6476010095265307, 0.649295405369025]"
cicids2017,EasyEnsemble,mcc,0.4077288356,0.0013259323,"[42, 123, 456]","[0.40734091387197063, 0.4066401297897185, 0.40920546323557866]"
cicids2017,EasyEnsemble,log_loss,0.6471997322,0.0040380957,"[42, 123, 456]","[0.6440113363858176, 0.6517404222260332, 0.645847437871262]"
cicids2017,EasyEnsemble,macro_pr_auc_ovr,0.6340965161,0.0078810867,"[42, 123, 456]","[0.6431882972221243, 0.6292097967851598, 0.6298914542384668]"
cicids2017,EasyEnsemble,attack_pr_auc,0.6746202352,0.0069436584,"[42, 123, 456]","[0.6817023871659943, 0.6678238966472964, 0.6743344217744756]"
cicids2017,EasyEnsemble,default_attack_recall,0.2861246768,0.0015231685,"[42, 123, 456]","[0.2869657313540286, 0.28436642288775904, 0.2870418762092322]"
cicids2017,EasyEnsemble,false_alerts_per_10000_benign,122.5777696252,4.3418539331,"[42, 123, 456]","[127.58192903104349, 120.3411839100989, 119.81019593456297]"
cicids2017,EasyEnsemble,attack_recall_at_validation_1pct_fpr,0.2811614167,0.0003146203,"[42, 123, 456]","[0.2809225987546855, 0.28151791307718665, 0.2810437382970549]"
cicids2017,EasyEnsemble,attack_precision_at_validation_1pct_fpr,0.9524186457,0.0046585819,"[42, 123, 456]","[0.9558832188997892, 0.947122662381518, 0.9542500558212779]"
cicids2017,EasyEnsemble,test_fpr_at_validation_1pct_fpr,0.0097991417,0.0010209279,"[42, 123, 456]","[0.009041277074352799, 0.010960074531403111, 0.009396073585279082]"
cicids2017,EasyEnsemble,threshold_false_alerts_per_10000_benign,97.9914173034,10.2092794431,"[42, 123, 456]","[90.41277074352799, 109.60074531403112, 93.96073585279082]"
