dataset,variant,metric,mean,sample_sd,seed_ids_json,seed_values_json
nslkdd,random_over,mcc,0.6872380128,0.0045747385,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6884138562926814, 0.6856430315063711, 0.6875498143460342, 0.6775149797832827, 0.6836050558045308, 0.6849714063486679, 0.6923093486028552, 0.6885788423655087, 0.6913819314776815, 0.6924118619070313]"
nslkdd,random_over,log_loss,1.5343080678,0.0730686976,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[1.6398779909219026, 1.6240430677236157, 1.5388679451667122, 1.4938844712574002, 1.6009190824893225, 1.405624254275081, 1.495061274476432, 1.5310925855308792, 1.4672032072145096, 1.5465067984635705]"
nslkdd,random_over,macro_roc_auc_ovr,0.9549897893,0.0026417345,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9518095030899036, 0.9551196543609011, 0.9555714581588048, 0.9553706440954229, 0.9492377185683456, 0.9586302286244592, 0.9567691447797939, 0.9550983090856786, 0.9561980791386981, 0.9560931529094757]"
nslkdd,random_over,macro_pr_auc_ovr,0.7586587387,0.0180724806,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7690209944602645, 0.7692842036359734, 0.7651326908720951, 0.7523662503349768, 0.7156644061989594, 0.7776336951624041, 0.7515878374082489, 0.7727061931989703, 0.765905311251024, 0.7472858041889376]"
nslkdd,random_over,attack_pr_auc,0.9726230798,0.0016088691,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9700609990508567, 0.9699957109929274, 0.9728937080932406, 0.9724987271153516, 0.9720808721707577, 0.9739000724329381, 0.9750468498377173, 0.9739491523462529, 0.9730170144728969, 0.9727876913351761]"
nslkdd,random_over,default_attack_recall,0.6664302969,0.0061010198,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6667965401698746, 0.6639133483986597, 0.6730304683238526, 0.6543286838619184, 0.6603288397101224, 0.6627444868697888, 0.6717057585911322, 0.6678874775968207, 0.6713161380815086, 0.6722512273046053]"
nslkdd,random_over,false_alerts_per_10000_benign,284.0078261765,2.9044994750,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[281.12449799196787, 283.18401812377715, 284.2137781896818, 280.0947379260632, 285.24353825558643, 286.2732983214911, 280.0947379260632, 284.2137781896818, 287.3030583873957, 288.3328184533004]"
nslkdd,random_over,attack_recall_at_validation_1pct_fpr,0.8102392270,0.0119257429,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8319956362502923, 0.8048001246785631, 0.811657445647939, 0.8004363749707785, 0.8174238291903686, 0.7955271565495208, 0.8197615522481103, 0.8048001246785631, 0.7961505493649186, 0.8198394763500351]"
nslkdd,random_over,attack_precision_at_validation_1pct_fpr,0.9629982843,0.0018615034,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9614588023412877, 0.963342971737711, 0.9614177589071442, 0.961437663796331, 0.9613269794721407, 0.9665782995644764, 0.9649605576958357, 0.9636126142937115, 0.9643227937706466, 0.9615244013891427]"
nslkdd,random_over,test_fpr_at_validation_1pct_fpr,0.0411595098,0.0025088275,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.04407373082071877, 0.04046957059005252, 0.04304397075481413, 0.04242611471527134, 0.043455874781175984, 0.03635053032643394, 0.03933683451755741, 0.040160642570281124, 0.03892493049119555, 0.04335289877458552]"
nslkdd,random_over,threshold_false_alerts_per_10000_benign,411.5950983421,25.0882747925,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[440.7373082071877, 404.6957059005252, 430.43970754814126, 424.2611471527134, 434.5587478117599, 363.50530326433943, 393.36834517557406, 401.60642570281124, 389.2493049119555, 433.5289877458552]"
nslkdd,smotenc,accuracy,0.7837473385,0.0034559049,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7855305180979418, 0.7785663591199432, 0.7883694109297374, 0.7840667139815471, 0.7840223562810504, 0.7876153300212917, 0.7826472675656494, 0.7775904897090135, 0.7850869410929737, 0.7839779985805536]"
nslkdd,smotenc,balanced_accuracy,0.5363666996,0.0058429718,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5364223273753297, 0.5265296687933178, 0.5453848311923, 0.5351133355661426, 0.5393301472775998, 0.5429268863299278, 0.5336034227529878, 0.5285035676239359, 0.537075814253891, 0.5387769950512795]"
nslkdd,smotenc,macro_precision,0.8425724314,0.0112946314,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8481196101339709, 0.8481734595244912, 0.8638938982070963, 0.8425497082158679, 0.8294349571391239, 0.8489905705001082, 0.8332287774299953, 0.8244431377414656, 0.8432375725732136, 0.8436526227093294]"
nslkdd,smotenc,macro_recall,0.5363666996,0.0058429718,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5364223273753297, 0.5265296687933178, 0.5453848311923, 0.5351133355661426, 0.5393301472775998, 0.5429268863299278, 0.5336034227529878, 0.5285035676239359, 0.537075814253891, 0.5387769950512795]"
nslkdd,smotenc,macro_f1,0.5597547483,0.0072812455,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5611853743531214, 0.5481337867045954, 0.5726032468781217, 0.5550973465884241, 0.5660767912090885, 0.5649517512289508, 0.5571415365596831, 0.5513400518297673, 0.5585684593035014, 0.5624491384669472]"
nslkdd,smotenc,weighted_f1,0.7501057468,0.0050541805,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7538762018265358, 0.7424784361730954, 0.7577714045091066, 0.7487430687349649, 0.7524499689365477, 0.7542039654154857, 0.7486256635433051, 0.7416550666451208, 0.751102640384166, 0.7501510513343783]"
nslkdd,smotenc,mcc,0.6865692374,0.0050734131,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6890065679374181, 0.678943508215107, 0.6930876796465045, 0.6872811257020438, 0.686579057009548, 0.6925098281801123, 0.6851692861111887, 0.6774625053757409, 0.6886081951594845, 0.6870446206146856]"
nslkdd,smotenc,log_loss,1.5935067447,0.1065964455,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[1.7248518632272027, 1.7259632268802556, 1.6449705298767545, 1.49351338017615, 1.6271539011785896, 1.4090622275241882, 1.68139047833708, 1.550796816153669, 1.4933461409858841, 1.584018882275358]"
nslkdd,smotenc,macro_roc_auc_ovr,0.9515696089,0.0034138231,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9495425662616797, 0.9525230879287759, 0.9519726582670447, 0.9542694189679576, 0.9486839197675664, 0.9548250411644714, 0.9441886028344676, 0.9516995062252429, 0.9558964054985145, 0.9520948821396548]"
nslkdd,smotenc,macro_pr_auc_ovr,0.7316563400,0.0150242494,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7430933695520985, 0.7295456277749525, 0.7402216358665058, 0.7353624009975462, 0.7176194673446116, 0.7428332372423462, 0.7019144557603625, 0.7198290959711848, 0.7531252980181968, 0.7330188114984337]"
nslkdd,smotenc,attack_pr_auc,0.9706054295,0.0018662302,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9670643722230423, 0.967942415784806, 0.9706803563677464, 0.9712793601465495, 0.9710553515292916, 0.9734569926453419, 0.9716620778432771, 0.9719380527085171, 0.9705081458123163, 0.9704671697210646]"
nslkdd,smotenc,default_attack_recall,0.6658614509,0.0064119115,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.668666718616068, 0.6564326346138861, 0.6756798877892932, 0.6657056027429283, 0.6697576560430141, 0.6715499103872827, 0.6614977012389932, 0.6555754694927141, 0.6679654016987454, 0.6657835268448531]"
nslkdd,smotenc,false_alerts_per_10000_benign,282.0512820513,2.9706788211,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[281.12449799196787, 282.15425805787254, 283.18401812377715, 278.0352177942539, 280.0947379260632, 284.2137781896818, 277.0054577283493, 286.2732983214911, 284.2137781896818, 284.2137781896818]"
nslkdd,smotenc,attack_recall_at_validation_1pct_fpr,0.8111197693,0.0150462116,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8217096547962285, 0.8117353697498636, 0.8273201901348087, 0.8022286293150471, 0.8377620197927219, 0.8031637185381438, 0.7929556611860048, 0.8079170887555521, 0.79007246941479, 0.8163328917634224]"
nslkdd,smotenc,attack_precision_at_validation_1pct_fpr,0.9632318002,0.0017954331,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9621350364963503, 0.9627541589648798, 0.9616847826086956, 0.9644028103044496, 0.9608544105818214, 0.9670669919309439, 0.9628157820039739, 0.9639271104499814, 0.9645167427701674, 0.9621601763409258]"
nslkdd,smotenc,test_fpr_at_validation_1pct_fpr,0.0409432602,0.0026624603,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.042735042735042736, 0.041499330655957165, 0.04355885078776645, 0.03913088250437648, 0.04510349088662342, 0.03614457831325301, 0.04046957059005252, 0.03995469055710019, 0.03841005045824323, 0.04242611471527134]"
nslkdd,smotenc,threshold_false_alerts_per_10000_benign,409.4326022037,26.6246031061,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[427.35042735042737, 414.99330655957164, 435.5885078776645, 391.3088250437648, 451.03490886623416, 361.4457831325301, 404.6957059005252, 399.54690557100196, 384.1005045824323, 424.2611471527134]"
nslkdd,smotenc_tomek,accuracy,0.7835787793,0.0025684092,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7838005677785663, 0.7810060326472675, 0.7873491838183109, 0.7846433640880057, 0.7826029098651526, 0.7880589070262598, 0.7837562100780695, 0.7800745209368346, 0.782735982966643, 0.7817601135557133]"
nslkdd,smotenc_tomek,balanced_accuracy,0.5357132856,0.0042503386,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5324126307888467, 0.5322426846934735, 0.5430772793621819, 0.5363450113720829, 0.5369357900319467, 0.5430201337194689, 0.5340450095877906, 0.5320321691697807, 0.5349435093078043, 0.5320786378719028]"
nslkdd,smotenc_tomek,macro_precision,0.8384213745,0.0113085103,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8339933730494401, 0.8460496167046572, 0.8527729633067933, 0.842677045135018, 0.8368416858449746, 0.8454854283289931, 0.8116318856606475, 0.835315673242981, 0.8454657940097803, 0.8339802797829711]"
nslkdd,smotenc_tomek,macro_recall,0.5357132856,0.0042503386,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5324126307888467, 0.5322426846934735, 0.5430772793621819, 0.5363450113720829, 0.5369357900319467, 0.5430201337194689, 0.5340450095877906, 0.5320321691697807, 0.5349435093078043, 0.5320786378719028]"
nslkdd,smotenc_tomek,macro_f1,0.5586357244,0.0057621352,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5568079991095725, 0.5558333770894283, 0.5704454461394511, 0.5543733052965829, 0.5651050204832105, 0.5638700221991354, 0.5552502467827765, 0.5540423027237916, 0.5570640638085831, 0.5535654600876659]"
nslkdd,smotenc_tomek,weighted_f1,0.7499301425,0.0038739651,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7524808113629186, 0.7464056556608112, 0.7570059159674288, 0.7483528993016607, 0.7508417150627794, 0.7546536896469948, 0.7495554541564142, 0.7443828794076846, 0.7483361164819775, 0.7472862878324995]"
nslkdd,smotenc_tomek,mcc,0.6863440392,0.0037431224,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6865149517120238, 0.682659111489423, 0.6912918390294033, 0.6882699976698267, 0.6844343269503816, 0.6931491123115785, 0.6869363298052492, 0.6813038485467535, 0.6852598855008936, 0.6836209889885834]"
nslkdd,smotenc_tomek,log_loss,1.5867516889,0.1265082966,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[1.7698549685705645, 1.7545763900796243, 1.6020512822608852, 1.4785431898187713, 1.6625669213626717, 1.356952059378097, 1.630686983504163, 1.5754003521486288, 1.5033305264364771, 1.533554215312291]"
nslkdd,smotenc_tomek,macro_roc_auc_ovr,0.9507795055,0.0030213412,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9474572099949278, 0.9522493363851291, 0.9514547882303678, 0.9529739328836472, 0.9456010450489218, 0.9524903596068184, 0.94701526468676, 0.9507065354217765, 0.953953874056913, 0.9538927082930531]"
nslkdd,smotenc_tomek,macro_pr_auc_ovr,0.7259888496,0.0148921171,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7272430412291224, 0.725786613494553, 0.7394235380876686, 0.729822343724733, 0.7124194269171649, 0.7152031307285414, 0.7056958880506546, 0.7134585849569939, 0.7547700267967223, 0.7360659019231248]"
nslkdd,smotenc_tomek,attack_pr_auc,0.9709752901,0.0023162442,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9667359148021248, 0.9683177536068448, 0.9714527835147568, 0.9722469149582897, 0.9690219464386396, 0.9739951104002273, 0.9721094834475358, 0.9724015973077719, 0.9703227224452199, 0.9731486737493575]"
nslkdd,smotenc_tomek,default_attack_recall,0.6657211876,0.0055796414,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6650822099275305, 0.6597054468947245, 0.6766929011143147, 0.666952388373724, 0.6668744642717993, 0.6733421647315515, 0.6630561832774877, 0.6593158263851009, 0.6635237278890361, 0.6626665627678641]"
nslkdd,smotenc_tomek,false_alerts_per_10000_benign,280.0947379261,3.5005111136,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[277.0054577283493, 281.12449799196787, 280.0947379260632, 277.0054577283493, 277.0054577283493, 281.12449799196787, 275.97569766244465, 283.18401812377715, 281.12449799196787, 287.3030583873957]"
nslkdd,smotenc_tomek,attack_recall_at_validation_1pct_fpr,0.8125146108,0.0211723607,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8259175563001636, 0.8033195667419933, 0.8340995870022598, 0.8033195667419933, 0.8481259253487103, 0.7863321125224032, 0.8001246785630796, 0.8035533390477675, 0.7875788981531988, 0.8327748772695395]"
nslkdd,smotenc_tomek,attack_precision_at_validation_1pct_fpr,0.9634301183,0.0017586512,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9629326792041428, 0.9624684903370367, 0.962503371998921, 0.9650814454222055, 0.9612293561776915, 0.9668487113155121, 0.963498170216759, 0.9627485762300438, 0.9652373221277815, 0.9617530597552196]"
nslkdd,smotenc_tomek,test_fpr_at_validation_1pct_fpr,0.0407990938,0.0029570833,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.04201421068890948, 0.041396354649366696, 0.04294099474822367, 0.03841005045824323, 0.04520646689321388, 0.03562969828030069, 0.04005766656369066, 0.0410874266295953, 0.03748326639892905, 0.043764802800947376]"
nslkdd,smotenc_tomek,threshold_false_alerts_per_10000_benign,407.9909381114,29.5708332949,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[420.14210688909486, 413.96354649366697, 429.40994748223665, 384.1005045824323, 452.06466893213883, 356.2969828030069, 400.5766656369066, 410.874266295953, 374.8326639892905, 437.6480280094738]"
nslkdd,smotenc_tomek_weight,accuracy,0.7916208304,0.0068201653,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.799237047551455, 0.7963537970191625, 0.7957327892122072, 0.7821149751596878, 0.7822924059616749, 0.796708658623137, 0.7863733144073811, 0.7971965933286018, 0.7848651525904897, 0.795333569907736]"
nslkdd,smotenc_tomek_weight,balanced_accuracy,0.5676435573,0.0064523368,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5768521975800882, 0.5676537864168747, 0.5629918193386806, 0.5687797033326377, 0.5705543494832243, 0.5667619321663389, 0.5673233548771064, 0.5740060150573207, 0.552937619084018, 0.568574795344401]"
nslkdd,smotenc_tomek_weight,macro_precision,0.8300794527,0.0083419063,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8270977659130127, 0.8392142641771692, 0.8241168096439428, 0.8309379408302577, 0.8349476464015877, 0.8432355679573128, 0.8270967523428355, 0.82169983988782, 0.8164251262388676, 0.8360228136126899]"
nslkdd,smotenc_tomek_weight,macro_recall,0.5676435573,0.0064523368,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5768521975800882, 0.5676537864168747, 0.5629918193386806, 0.5687797033326377, 0.5705543494832243, 0.5667619321663389, 0.5673233548771064, 0.5740060150573207, 0.552937619084018, 0.568574795344401]"
nslkdd,smotenc_tomek_weight,macro_f1,0.6037362346,0.0082675669,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6139808085969386, 0.6035135362803575, 0.5940882564636295, 0.6092912176951266, 0.6103585506017702, 0.6036850946030812, 0.6022548487488033, 0.6116003374589509, 0.5872218047605775, 0.6013678905169754]"
nslkdd,smotenc_tomek_weight,weighted_f1,0.7674986920,0.0067273254,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7769187795075827, 0.7718539426587832, 0.7699700336071844, 0.7596777451705894, 0.7591232432774128, 0.7735569348062544, 0.7618850363324355, 0.7737676617688806, 0.7601297405088677, 0.7681038025632282]"
nslkdd,smotenc_tomek_weight,mcc,0.6981232292,0.0093900905,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7086146876904328, 0.7046531944244893, 0.703406851693812, 0.6852711701433283, 0.685166916649552, 0.7049764649750672, 0.6910726793690745, 0.7060652464063607, 0.6885477583992854, 0.7034573223864449]"
nslkdd,smotenc_tomek_weight,log_loss,1.4033039599,0.0579116181,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[1.396954268697257, 1.3983760454094432, 1.4273571855779579, 1.3736175746651924, 1.465143602438686, 1.270818624068082, 1.3843268715273482, 1.4157596629301674, 1.4845646376906878, 1.4161211264113125]"
nslkdd,smotenc_tomek_weight,macro_roc_auc_ovr,0.9479631970,0.0050382934,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9499759044718756, 0.9530893814739294, 0.9501037084839469, 0.9499826742185962, 0.9360998648507686, 0.9510721753925738, 0.9462066813779074, 0.9483251846005947, 0.9431936332809991, 0.9515827618239603]"
nslkdd,smotenc_tomek_weight,macro_pr_auc_ovr,0.7358724461,0.0152123222,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7501209897335082, 0.7568166137067771, 0.7457738738076297, 0.7434961425367883, 0.7157851347352189, 0.7286972907163377, 0.7228250393520087, 0.7252604794828799, 0.7184600585987491, 0.7514888385533983]"
nslkdd,smotenc_tomek_weight,attack_pr_auc,0.9559024513,0.0038989417,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9583412380834564, 0.9594993164920411, 0.946740372955053, 0.9586049496847917, 0.9546311348671999, 0.9580288011207201, 0.9555363592827681, 0.952737781232613, 0.9557800483667103, 0.9591245105942584]"
nslkdd,smotenc_tomek_weight,default_attack_recall,0.6821709655,0.0131521301,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6987454219590119, 0.6895503779318943, 0.6943816722512273, 0.6627444868697888, 0.6673420088833476, 0.6907192394607652, 0.6734980129354009, 0.6896283020338191, 0.6667186160679498, 0.6883815164030235]"
nslkdd,smotenc_tomek_weight,false_alerts_per_10000_benign,286.1703223149,1.8452861093,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[288.3328184533004, 287.3030583873957, 284.2137781896818, 284.2137781896818, 287.3030583873957, 288.3328184533004, 285.24353825558643, 286.2732983214911, 287.3030583873957, 283.18401812377715]"
nslkdd,smotenc_tomek_weight,attack_recall_at_validation_1pct_fpr,0.7902439024,0.0104938305,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7943582950206499, 0.7744097249279202, 0.7936569781033274, 0.7825138315280916, 0.8055014415958857, 0.7850074027896828, 0.8001246785630796, 0.8002026026650043, 0.7762799033741136, 0.7903841658224889]"
nslkdd,smotenc_tomek_weight,attack_precision_at_validation_1pct_fpr,0.9632620289,0.0065866655,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9636982416335791, 0.9667315175097276, 0.965036952814099, 0.9669715936446798, 0.9636431434697492, 0.9661455835810876, 0.9658545762393002, 0.9447971294507315, 0.9649360712901977, 0.9648054789308476]"
nslkdd,smotenc_tomek_weight,test_fpr_at_validation_1pct_fpr,0.0399135002,0.0078510079,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.03954278653073834, 0.03521779425393883, 0.037998146431881374, 0.035320770260529294, 0.040160642570281124, 0.03635053032643394, 0.03738029039233858, 0.06178560395427865, 0.03727731438574812, 0.038101122438471836]"
nslkdd,smotenc_tomek_weight,threshold_false_alerts_per_10000_benign,399.1350015446,78.5100792076,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[395.4278653073834, 352.1779425393883, 379.9814643188137, 353.207702605293, 401.60642570281124, 363.50530326433943, 373.8029039233858, 617.8560395427866, 372.7731438574812, 381.01122438471833]"
nslkdd,smotenc_tomek_residual_weight,accuracy,0.7909687722,0.0037563870,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7967530163236338, 0.7915188076650106, 0.7963981547196594, 0.7869943222143364, 0.7893009226401704, 0.795111781405252, 0.7887242725337118, 0.788458126330731, 0.7873491838183109, 0.7890791341376863]"
nslkdd,smotenc_tomek_residual_weight,balanced_accuracy,0.5580570279,0.0058471140,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5673503274931063, 0.5575106374229748, 0.5609048067980553, 0.5548794727913599, 0.5603909917605787, 0.5669297085345226, 0.5548995137337221, 0.5560500461756008, 0.5505795054882011, 0.5510752689594232]"
nslkdd,smotenc_tomek_residual_weight,macro_precision,0.8372821453,0.0109386019,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8251325800854851, 0.8514319365862889, 0.8451602450336896, 0.8212444435232363, 0.8382996908734459, 0.8425896861305763, 0.8456157717440547, 0.820681656090378, 0.8425012562737754, 0.8401641871314565]"
nslkdd,smotenc_tomek_residual_weight,macro_recall,0.5580570279,0.0058471140,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5673503274931063, 0.5575106374229748, 0.5609048067980553, 0.5548794727913599, 0.5603909917605787, 0.5669297085345226, 0.5548995137337221, 0.5560500461756008, 0.5505795054882011, 0.5510752689594232]"
nslkdd,smotenc_tomek_residual_weight,macro_f1,0.5861838352,0.0061631112,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5965570723424456, 0.5854868733076699, 0.588814702277967, 0.5817754998442098, 0.5895037447205927, 0.5932160756015751, 0.5838982001140424, 0.5869422769371025, 0.5786266504777111, 0.5770172568446751]"
nslkdd,smotenc_tomek_residual_weight,weighted_f1,0.7620275124,0.0048977363,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7701542126843516, 0.7637807551037223, 0.769315374046274, 0.7570299993431864, 0.7595191134115622, 0.7657899149612688, 0.7574307323256412, 0.7598402292529828, 0.7590792375887095, 0.7583355553241081]"
nslkdd,smotenc_tomek_residual_weight,mcc,0.6971529640,0.0054674766,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7055438424642143, 0.6982724760022425, 0.7048234665357652, 0.6912779075264966, 0.694811439728313, 0.7033197298626895, 0.6939056961184187, 0.6933509225511981, 0.6919168478973226, 0.6943073113245265]"
nslkdd,smotenc_tomek_residual_weight,log_loss,1.5472617926,0.0866998440,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[1.6449291636427943, 1.6390319906571456, 1.6032857903948983, 1.5170461052707376, 1.5953449599721308, 1.360167025502297, 1.58342763449244, 1.4790244872245644, 1.4988793596062282, 1.55148140966547]"
nslkdd,smotenc_tomek_residual_weight,macro_roc_auc_ovr,0.9462762840,0.0041161905,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9454597957574002, 0.9501185314626918, 0.9484351291114341, 0.9482349847553486, 0.9357244967472178, 0.9502830316242159, 0.945927952652462, 0.9457099875911279, 0.9470150976162666, 0.9458538323034122]"
nslkdd,smotenc_tomek_residual_weight,macro_pr_auc_ovr,0.7271351622,0.0079899133,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7306529502507444, 0.7334606717050006, 0.733244833667456, 0.7293465929893732, 0.7093615227781619, 0.7287306999903052, 0.7265206879335131, 0.717139153510191, 0.734912003660446, 0.7279825053150442]"
nslkdd,smotenc_tomek_residual_weight,attack_pr_auc,0.9653602753,0.0029874877,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9604177525958556, 0.9604739429073881, 0.9652001852770028, 0.9662139797643663, 0.9652069204922674, 0.9703301385913254, 0.9654524220224509, 0.9672945582504427, 0.9662181527281012, 0.9667946999117873]"
nslkdd,smotenc_tomek_residual_weight,default_attack_recall,0.6820852490,0.0069508221,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.692199797397335, 0.6803553339047768, 0.6920439491934856, 0.6787189277643575, 0.6803553339047768, 0.6912647081742382, 0.6765370529104652, 0.6761474324008416, 0.674900646770046, 0.6783293072547338]"
nslkdd,smotenc_tomek_residual_weight,false_alerts_per_10000_benign,284.6256822160,4.0672263738,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[287.3030583873957, 280.0947379260632, 283.18401812377715, 281.12449799196787, 281.12449799196787, 288.3328184533004, 281.12449799196787, 292.45185871691893, 284.2137781896818, 287.3030583873957]"
nslkdd,smotenc_tomek_residual_weight,attack_recall_at_validation_1pct_fpr,0.8138860750,0.0111489394,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.819294007636562, 0.8069040754305307, 0.809631418997896, 0.8062027585132081, 0.8364373100600015, 0.7977869555053378, 0.815319878438401, 0.8165666640691966, 0.8058131380035846, 0.8249045429751423]"
nslkdd,smotenc_tomek_residual_weight,attack_precision_at_validation_1pct_fpr,0.9649551099,0.0014060657,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9633498259116731, 0.9652311707680835, 0.9654339342129715, 0.9650219195970525, 0.9629496725576389, 0.9670350429772362, 0.9660234512048749, 0.9660735687286808, 0.9654560731957801, 0.9629764395524425]"
nslkdd,smotenc_tomek_residual_weight,test_fpr_at_validation_1pct_fpr,0.0390793945,0.0020886339,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.04119040263618577, 0.03841005045824323, 0.03830707445165277, 0.03861600247142416, 0.042529090721861805, 0.035938626300072087, 0.037895170425290906, 0.037895170425290906, 0.038101122438471836, 0.04191123468231902]"
